Device,Prog/Data BPs,Data BP Access,ANDed BPs,Sequenced BPs,Range BPs,Table R/W BPs,Pass Count,Break - Clk Sw,Break - Sleep,Break - Stack,Break - WDT,Stopwatch,Runtime Reads,Stack Snapshot,Runtime BPs,SW BPs,Trace,Analyzer
PIC24EP32MC204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP512GP202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP512GP204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP512GP206,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP512GP806,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP512GU810,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP512GU814,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP512MC202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP512MC204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP512MC206,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP64GP202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP64GP203,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP64GP204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP64GP206,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP64MC202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP64MC203,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP64MC204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24EP64MC206,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F04KA200,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F04KA201,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F04KL100,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F04KL101,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KA101,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KA102,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KL200,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KL201,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KL301,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KL302,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KL401,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KL402,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KM101,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KM102,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KM202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F08KM204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F16KA101,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F16KA102,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F16KA301,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F16KA302,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F16KA304,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F16KL401,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F16KL402,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F16KM102,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F16KM104,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F16KM202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F16KM204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F32KA301,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F32KA302,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24F32KA304,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ1024GA606,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ1024GA610,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ1024GB606,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ1024GB610,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128DA106,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128DA110,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128DA206,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128DA210,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA006,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA008,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA010,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA106,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA108,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA110,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA306,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA308,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA310,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA406,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA410,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA412,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA606,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA610,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA702,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA704,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GA705,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB106,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB108,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB110,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB206,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB210,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB406,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB410,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB412,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB606,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GB610,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GC006,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ128GC010,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ16GA002,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ16GA004,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ16MC101,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ16MC102,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ192GA106,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ192GA108,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ192GA110,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ192GB106,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ192GB108,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ192GB110,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256DA106,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256DA110,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256DA206,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256DA210,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GA106,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GA108,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GA110,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GA406,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GA410,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GA412,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GA606,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GA610,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GA702,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GA704,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GA705,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GB106,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GB108,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GB110,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GB206,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GB210,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GB406,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GB410,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GB412,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GB606,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ256GB610,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ32GA002,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ32GA004,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ32GA102,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ32GA104,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ32GB002,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ32GB004,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ32MC101,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ32MC102,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ32MC104,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ48GA002,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ48GA004,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ512GA606,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ512GA610,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ512GB606,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ512GB610,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA002,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA004,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA006,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA008,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA010,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA102,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA104,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA106,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA108,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA110,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA202,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA204,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA306,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA308,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA310,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA406,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA410,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA412,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA702,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA704,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GA705,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GB002,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
PIC24FJ64GB004,1000 Total,R/W/Either,1000,1000/1000,N/A,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,No,N/A,Yes,Yes
