Device,ADC,Bootswap,CCP,CLC,COG,Comp,CVREF,CoreTimer,CRC,CWG,DeepSleep,DMA,DSM,EEFlash,FVR,GPIO,HLT,IC,INT,IOC,OC,Osc,Ports,PPS,PWM,PullUp,RTSP,SMT,Timer,UART,VREF,WDT
PIC12F1501;PIC12LF1501,ADC,,,CLC1;CLC2,,COMP1,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,NCO;OSC,PORTA,PPS,PWM1;PWM2;PWM3;PWM4,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC12F1571;PIC12LF1571,ADC,,,,,COMP1,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA,PPS,PWM1;PWM2;PWM3,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC12F1572;PIC12LF1572,ADC,,,,,COMP1,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA,PPS,PWM1;PWM2;PWM3,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC12F1612;PIC12LF1612,ADC,,CCP1;CCP2,,,COMP1,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA,PPS,,PullUp,,SMT1;SMT2,TMR0;TMR1;TMR2;TMR4;TMR6,,,WDT
PIC12F1822;PIC12LF1822,ADC,,CCP1,,,COMP1,,,,,,,DSM,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA,PPS,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC12F1840;PIC12LF1840,ADC,,CCP1,,,COMP1,,,,,,,DSM,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA,PPS,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC12F508,,,,,,,,,,,,,,,,GPIO,,,,,,OSC,,,,PullUp,,,TMR0,,,WDT
PIC12F509,,,,,,,,,,,,,,,,GPIO,,,,,,OSC,,,,PullUp,,,TMR0,,,WDT
PIC12F510,ADC,,,,,COMP1,,,,,,,,,,GPIO,,,,,,OSC,,,,PullUp,,,TMR0,,,WDT
PIC12F519,,,,,,,,,,,,,,EEFlash,,GPIO,,,,,,OSC,,,,PullUp,,,TMR0,,,WDT
PIC12F529T39A,,,,,,,,,,,,,,EEFlash,,,,,,,,OSC,PORTB,,,PullUp,,,TMR0,,,WDT
PIC12F529T48A,,,,,,,,,,,,,,EEFlash,,,,,,,,OSC,PORTB,,,PullUp,,,TMR0,,,WDT
PIC12F609;PIC12HV609,,,,,,COMP1,CVREF,,,,,,,,FVR,GPIO,,,INT,IOC,,OSC,,,,PullUp,,,TMR0;TMR1,,,WDT
PIC12F615;PIC12HV615,ADC,,CCP1,,,COMP1,CVREF,,,,,,,,FVR,GPIO,,,INT,IOC,,OSC,,PPS,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC12F617,ADC,,CCP1,,,COMP1,CVREF,,,,,,,EEFlash,FVR,GPIO,,,INT,IOC,,OSC,,PPS,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC12F629,,,,,,COMP1,CVREF,,,,,,,EEFlash,FVR,GPIO,,,INT,IOC,,OSC,,,,PullUp,,,TMR0;TMR1,,,WDT
PIC12F635,,,,,,COMP1,CVREF,,,,,,,EEFlash,FVR,GPIO,,,INT,IOC,,OSC,,,,PullUp,,,TMR0;TMR1,,,WDT
PIC12F675,ADC,,,,,COMP1,CVREF,,,,,,,EEFlash,FVR,GPIO,,,INT,IOC,,OSC,,,,PullUp,,,TMR0;TMR1,,,WDT
PIC12F683,ADC,,CCP1,,,COMP1,CVREF,,,,,,,EEFlash,FVR,GPIO,,,INT,IOC,,OSC,,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC12F752;PIC12HV752,ADC,,CCP1,,COG1,COMP1;COMP2,,,,,,,,EEFlash,FVR,,HLT1,,INT,IOC,,OSC,PORTA,PPS,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C432,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C433,ADC,,,,,,,,,,,,,,,GPIO,,,INT,IOC,,OSC,,,,PullUp,,,TMR0,,,WDT
PIC16C505,,,,,,,,,,,,,,,,,,,,,,OSC,PORTB;PORTC,,,PullUp,,,TMR0,,,WDT
PIC16C54,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB,,,,,,TMR0,,,WDT
PIC16C54C,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB,,,,,,TMR0,,,WDT
PIC16C55,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB;PORTC,,,,,,TMR0,,,WDT
PIC16C554,,,,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C557,,,,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0,,,WDT
PIC16C558,,,,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C55A,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB;PORTC,,,,,,TMR0,,,WDT
PIC16C56,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB,,,,,,TMR0,,,WDT
PIC16C56A,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB,,,,,,TMR0,,,WDT
PIC16C57,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB;PORTC,,,,,,TMR0,,,WDT
PIC16C57C,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB;PORTC,,,,,,TMR0,,,WDT
PIC16C58A,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB,,,,,,TMR0,,,WDT
PIC16C58B,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB,,,,,,TMR0,,,WDT
PIC16C620,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C620A,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C621,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C621A,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C622,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C622A,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C62A,,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C62B,,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C63,,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C63A,,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C642,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0,,,WDT
PIC16C64A,,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C65A,,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C65B,,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C66,,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C662,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0,,,WDT
PIC16C67,,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C71,ADC,,,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C710,ADC,,,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C711,ADC,,,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C712,ADC,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTP,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C715,ADC,,,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16C716,ADC,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTP,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C717,ADC,,CCP1,,,,,,,,,,,EEFlash,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C72,ADC,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C72A,ADC,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C73A,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C73B,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C745,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C74A,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C74B,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C76,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C765,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C77,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C770,ADC,,CCP1,,,,,,,,,,,EEFlash,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C771,ADC,,CCP1,,,,,,,,,,,EEFlash,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C773,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C774,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16C781,ADC,,,,,COMP1;COMP2,,,,,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0;TMR1,,,WDT
PIC16C782,ADC,,,,,COMP1;COMP2,,,,,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0;TMR1,,,WDT
PIC16C923,,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C924,ADC,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C925,ADC,,CCP1,,,,,,,,,,,EEFlash,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16C926,ADC,,CCP1,,,,,,,,,,,EEFlash,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16CE623,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16CE624,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16CE625,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16CR54,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB,,,,,,TMR0,,,WDT
PIC16CR54A,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB,,,,,,TMR0,,,WDT
PIC16CR54C,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB,,,,,,TMR0,,,WDT
PIC16CR56A,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB,,,,,,TMR0,,,WDT
PIC16CR57C,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB;PORTC,,,,,,TMR0,,,WDT
PIC16CR58B,,,,,,,,,,,,,,,,,,,,,,OSC,PORTA;PORTB,,,,,,TMR0,,,WDT
PIC16CR62,,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16CR620A,,,,,,COMP1;COMP2,CVREF,,,,,,,,FVR,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16CR63,,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16CR64,,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16CR65,,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16CR72,ADC,,CCP1,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16CR73,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16CR74,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16CR76,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16CR77,ADC,,CCP1;CCP2,,,,,,,,,,,,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16CR83,,,,,,,,,,,,,,EEFlash,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16CR84,,,,,,,,,,,,,,EEFlash,,,,,INT,IOC,,OSC,PORTA;PORTB,,,PullUp,,,TMR0,,,WDT
PIC16CR926,ADC,,CCP1,,,,,,,,,,,EEFlash,,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16F1454;PIC16LF1454,,,,,,,,,,,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTC,PPS,PWM1;PWM2,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1455;PIC16LF1455,ADC,,,,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTC,PPS,PWM1;PWM2,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1459;PIC16LF1459,ADC,,,,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,PPS,PWM1;PWM2,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1503;PIC16LF1503,ADC,,,CLC1;CLC2,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTC,PPS,PWM1;PWM2;PWM3;PWM4,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16F1507;PIC16LF1507,ADC,,,CLC1;CLC2,,,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTB;PORTC,PPS,PWM1;PWM2;PWM3;PWM4,PullUp,,,TMR0;TMR1;TMR2,,,WDT
PIC16F1508;PIC16LF1508,ADC,,,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTB;PORTC,PPS,PWM1;PWM2;PWM3;PWM4,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1509;PIC16LF1509,ADC,,,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTB;PORTC,PPS,PWM1;PWM2;PWM3;PWM4,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1512;PIC16LF1512,ADC,,CCP1;CCP2,,,,,,,,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTE,PPS,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1513;PIC16LF1513,ADC,,CCP1;CCP2,,,,,,,,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTE,PPS,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1516;PIC16LF1516,ADC,,CCP1;CCP2,,,,,,,,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTE,PPS,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1517;PIC16LF1517,ADC,,CCP1;CCP2,,,,,,,,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,PPS,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1518;PIC16LF1518,ADC,,CCP1;CCP2,,,,,,,,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTE,PPS,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1519;PIC16LF1519,ADC,,CCP1;CCP2,,,,,,,,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,PPS,,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1526;PIC16LF1526,ADC,,CCP1;CCP10;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8;CCP9,,,,,,,,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR10;TMR2;TMR3;TMR4;TMR5;TMR6;TMR8,UART1;UART2,,WDT
PIC16F1527;PIC16LF1527,ADC,,CCP1;CCP10;CCP2;CCP3;CCP4;CCP5;CCP6;CCP7;CCP8;CCP9,,,,,,,,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,,,TMR0;TMR1;TMR10;TMR2;TMR3;TMR4;TMR5;TMR6;TMR8,UART1;UART2,,WDT
PIC16F15325;PIC16LF15325,ADC,,CCP1;CCP2,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTC,PPS;PPSLock,PWM3;PWM4;PWM5;PWM6,PullUp,,,TMR0;TMR1;TMR2,UART1;UART2,,WDT
PIC16F15345;PIC16LF15345,ADC,,CCP1;CCP2,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTB;PORTC,PPS;PPSLock,PWM3;PWM4;PWM5;PWM6,PullUp,,,TMR0;TMR1;TMR2,UART1;UART2,,WDT
PIC16F15354;PIC16LF15354,ADC,,CCP1;CCP2,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTB;PORTC;PORTE,PPS;PPSLock,PWM3;PWM4;PWM5;PWM6,PullUp,,,TMR0;TMR1;TMR2,UART1;UART2,,WDT
PIC16F15355;PIC16LF15355,ADC,,CCP1;CCP2,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTB;PORTC;PORTE,PPS;PPSLock,PWM3;PWM4;PWM5;PWM6,PullUp,,,TMR0;TMR1;TMR2,UART1;UART2,,WDT
PIC16F15356;PIC16LF15356,ADC,,CCP1;CCP2,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTB;PORTC;PORTE,PPS;PPSLock,PWM3;PWM4;PWM5;PWM6,PullUp,,,TMR0;TMR1;TMR2,UART1;UART2,,WDT
PIC16F15375;PIC16LF15375,ADC,,CCP1;CCP2,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTB;PORTC;PORTD;PORTE,PPS;PPSLock,PWM3;PWM4;PWM5;PWM6,PullUp,,,TMR0;TMR1;TMR2,UART1;UART2,,WDT
PIC16F15376;PIC16LF15376,ADC,,CCP1;CCP2,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTB;PORTC;PORTD;PORTE,PPS;PPSLock,PWM3;PWM4;PWM5;PWM6,PullUp,,,TMR0;TMR1;TMR2,UART1;UART2,,WDT
PIC16F15385;PIC16LF15385,ADC,,CCP1;CCP2,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF,PPS;PPSLock,PWM3;PWM4;PWM5;PWM6,PullUp,,,TMR0;TMR1;TMR2,UART1;UART2,,WDT
PIC16F15386;PIC16LF15386,ADC,,CCP1;CCP2,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,,FVR,,,,INT,IOC,,NCO;OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF,PPS;PPSLock,PWM3;PWM4;PWM5;PWM6,PullUp,,,TMR0;TMR1;TMR2,UART1;UART2,,WDT
PIC16F1574;PIC16LF1574,ADC,,,,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTC,PPS;PPSLock,PWM1;PWM2;PWM3;PWM4,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1575;PIC16LF1575,ADC,,,,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTC,PPS;PPSLock,PWM1;PWM2;PWM3;PWM4,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1578;PIC16LF1578,ADC,,,,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,PPS;PPSLock,PWM1;PWM2;PWM3;PWM4,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1579;PIC16LF1579,ADC,,,,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTB;PORTC,PPS;PPSLock,PWM1;PWM2;PWM3;PWM4,PullUp,,,TMR0;TMR1;TMR2,UART1,,WDT
PIC16F1613;PIC16LF1613,ADC,,CCP1;CCP2,,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTC,PPS,,PullUp,,SMT1;SMT2,TMR0;TMR1;TMR2;TMR4;TMR6,,,WDT
PIC16F1614;PIC16LF1614,ADC,,CCP1;CCP2,CLC1;CLC2,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTC,PPS;PPSLock,PWM3;PWM4,PullUp,,SMT1;SMT2,TMR0;TMR1;TMR2;TMR3;TMR4;TMR5;TMR6,UART1,,WDT
PIC16F1615;PIC16LF1615,ADC,,CCP1;CCP2,CLC1;CLC2;CLC3;CLC4,,COMP1;COMP2,,,,CWG1,,,,EEFlash,FVR,,,,INT,IOC,,OSC,PORTA;PORTC,PPS;PPSLock,PWM3;PWM4,PullUp,,SMT1;SMT2,TMR0;TMR1;TMR2;TMR3;TMR4;TMR5;TMR6,UART1,,WDT
